key,name,gender,birthdate,deathdate,description
Q4968085,이보익,f,18710819,19591018,paternal grandmother of Kim Il-sung
Q496842,견미리,f,19901122,,대한민국의 배우이자 가수
Q496868,엄태웅,m,19690817,,한국 배우
Q497174,한학자,f,19200225,,세계평화통일가정연합의 총재
Q4971884,박찬숙 (농구 선수),f,19650522,,Olympic medalist in basketball
Q497270,홍성흔,m,20050221,,대한민국의 야구 선수
Q497392,정숙왕후,f,13000101,,조선 익조의 왕비
Q497404,신태용,m,20010604,,대한민국의 전 축구 선수·현 축구 감독
Q497413,효공왕후,f,13000101,13000101,조선 목조의 왕비
Q497438,완창대군,m,13000101,,Korean nobleman
Q497473,조선 환조,m,13351019,13610508,조선 태조의 아버지
Q497507,의혜왕후,f,13351019,,조선 환조의 왕비
Q497693,공효석,m,19810929,,South Korean bicycle racer
Q497785,박신혜,f,19910707,,대한민국의 배우
Q498053,이기영,m,19610107,,South Korean actor
Q498210,이진,m,19011104,19220511,(1921-1922)
Q498243,노선영,f,19920720,,대한민국의 스피드 스케이팅 선수
Q498343,팝핀현준,m,19770910,,"South Korean dancer, singer and rapper"
Q498707,무안대군,m,13351019,13981014,조선 태조의 일곱째 왕자
Q498713,덕안대군,m,13351019,,조선 태조와 신의왕후의 왕자
Q498905,강성훈,m,19820429,,"대한민국의 전 가수, 사기범"
Q4991757,김응우,m,18710819,18781004,김일성의 증조부
Q4991767,김철주,m,19200921,19350614,"조선민주주의인민공화국의 독립운동가, 김일성 주석의 동생"
Q4991786,김형권,m,18710819,19360112,조선의 독립운동가
Q4991838,이동원,m,19610101,20061118,"대한민국의 정치인, 관료"
Q49967735,정재웅,m,20010621,,South Korean speed skater
Q50420882,조유민,m,19871005,,대한민국의 축구 선수
Q5045600,정상영,m,19620101,20210130,"대한민국의 기업가, KCC 회장 (1936–2021)"
Q50603,박지성,m,19850814,,대한민국의 전 축구 선수·현 축구 행정가
Q50641143,Tomoko Kaneda,f,19370416,,Japanese enka singer
Q5071636,장기려,m,19350920,19951225,South Korean physician
Q50973131,명정강,f,19381104,20180323,"대한민국의 드럼 연주자, 배우"
Q51024,이우,m,19091028,19450807,대한왕자(1912~1945)
Q51029,이방자,f,18971020,19890430,의민태자의 부인
Q5103936,최민환,m,19971127,,대한민국의 가수 겸 배우.
Q5103939,최무룡,m,19620327,19991111,"대한민국의 배우, 감독"
Q5116286,정의선,m,19380319,,대한민국의 기업가
Q51331,권선화,f,19741127,,미국의 드라마 로스트의 등장인물이다.
Q517090,엄혜원,f,19890822,,대한민국의 배드민턴 선수
Q51884596,박상훈,m,19701207,,대한민국의 촬영 감독
Q51954789,조현민,f,19490308,,대한민국에서 활동하는 한국계 미국인 기업인
Q5354467,장성우,m,19460122,20090824,North Korean politician
Q5360259,일라이,m,19871205,,Korean musician
Q53679453,Kim Thaek-se,m,19280204,,김영남의 아버지
Q5371053,헌의왕후,f,09551114,,고려 경종의 왕후
Q54348,윤종신,m,19780206,,"대한민국의 음악가, 방송인"
Q54868073,고경택,m,19520626,19990101,김정은의 조부
Q54981984,오소영,f,19520101,,대한민국의 조각가
Q55616008,Kim Song-hui,m,19681229,,North Korean table tennis player
Q55727984,김교창,m,19680222,,대한민국의 변호사
Q55728067,김만호,m,19910415,,physician
Q55728172,김성훈,m,19690319,20191123,대한민국의 야구 선수
Q55728317,김재호,m,19390101,,대한민국의 언론인
Q55728630,남궁근,m,19800904,,제10대 서울과학기술대학교 총장을 역임한 대한민국의 행정학자
Q55728779,노엘 (가수),m,19670101,,"대한민국의 래퍼, 범죄자"
Q55728795,노태악,m,19600101,,대한민국의 법조인
Q55730170,방용훈,m,19221126,20210218,대한민국의 기업가 (1952–2021)
Q55730897,서진호,f,19660927,,South Korean actress
Q55733169,이명희,f,19490308,,전 일우재단 이사장
Q55733398,이재철,m,19490101,19991217,전 교통부차관
Q55733700,임종헌 (법조인),m,19560101,,
Q55734052,정기선,,19511007,,대한민국의 기업인
Q55735777,한대현,m,19100101,,대한민국의 법조인
Q55735806,한성수,m,19410101,19880506,대한민국의 법조인
Q55736005,현빈 심씨,f,13820101,,의안대군의 부인
Q55736105,홍지영,f,19700912,,Korean director
Q55736106,홍지윤,f,19880727,,대한민국의 배우 (1991년 출생)
Q55930927,Bae Jin-Ha,m,19740909,20070308,"Sep 9th, 1974 - Mar 8th, 2007, Gender: Male, Real name: Bae Jin-Ha, Country of origin: Korea, South , Associated acts: Barkhouse"
Q56226,김정은,m,19741230,,"조선 제3대 최고지도자, 조선로동당 제3대 총비서"
Q56236767,여서정,f,19710528,,대한민국의 체조 선수
Q56256518,김삼석,m,19640101,,Pro-North Korean spy
Q562683,문형진,m,19430210,,South Korean unificationist leader
Q562837,손완호,m,19910729,,대한민국의 배드민턴 선수
Q56402658,최예나,f,19951207,,1999년 출생의 대한민국 가수
Q56432609,조동혁,m,19290130,,한솔그룹 명예회장
Q56432838,조동만,m,19290130,,"기업가, 한솔아이글로브 회장"
Q56432855,조범석,m,19250805,,일제강점기의 금융인
Q56433189,조동길,m,19290130,,"기업가, 한솔그룹 회장"
Q56433211,안영주,f,19551130,,금융인 안영모의 자녀
Q56433228,한경록,m,19500101,,법조인 한상호의 자녀
Q56433230,조나영,f,19551130,,기업가 조동길의 자녀
Q56433373,손복남,f,19310620,,일제강점기 관료 손영기의 자녀
Q56433792,김상준,m,18960101,,"대한민국의 기업인, 삼양염업 명예회장"
Q56434163,고광석,f,18911011,,구한말 학자 고정주의 자녀
Q56434241,김태령,f,19390101,,일민미술관 관장
Q56434316,김남,m,18911011,,윤보선 대통령의 비서
Q56434331,김상석,m,18911011,,인촌 김성수의 자녀
Q56434339,윤성선,f,18980210,,숙명여자대학교 교수
Q56434552,윤활란,f,18540415,19671206,대한제국 군인 운영렬의 자녀
Q56434585,손진실,f,18990101,,독립운동가 손정도의 자녀
Q56434653,손명원,m,19090505,,"기업인, 전 쌍용자동차 사장"
Q56434662,손정희,f,19700413,,전시기획자
Q56434882,김영애,f,19180814,,모건스탠리 부사장
Q56434915,김영숙,f,19180814,,정치인 김동조의 자녀
Q56434940,김영자,f,19180814,,정치인 김동조의 자녀
Q56434961,허광수,m,19500620,,"대한민국의 기업가, 삼양인터내셔널 회장"
Q56434988,김민영,m,19180814,,한국외국어대학교 교수
Q56435674,정봉식,m,19151125,,기업가 정주영의 아버지
Q56435719,정경희,f,19151125,,기업가 정주영의 자녀
Q56435849,정은희,f,19340101,,기업가 정몽필의 자녀
Q56435874,박문순,f,19450101,,성곡미술관 관장
Q56435884,김지용,m,19450101,,전 용평리조트 상무
Q56435896,정유희,f,19340101,,기업가 정몽필의 자녀
Q56441583,정명이,f,19600411,,현대카드 브랜드부문장
Q56441616,정도원,m,19721020,,삼표그룹 회장
Q5646626,한강,f,19391013,,대한민국의 작가
Q5648797,한나 브랜트,f,19921218,,American ice hockey player
Q56516033,윤용호,m,19690307,,대한민국의 조정 선수
Q56516034,윤남호,m,19650710,,대한민국의 조정 선수
Q56526044,김병건,m,19100119,,전 동아일보 부사장
Q56526069,이지원,f,19341205,,정치인 이한동의 자녀
Q56526124,허유정,f,19740101,,기업가 허광수의 자녀
Q56526162,윤순명,f,18961225,,오당 윤영선의 자녀
Q56526265,이주연,f,19780101,,수원대 총장 이인수의 자녀
Q56612204,이혜경,f,19950616,,김정남의 배우자
Q56651387,조명희,m,19150101,19710101,"기업가 조중훈의 아버지, 직물도매상"
Q56651392,조중열,m,18950101,,"대한민국의 기업가, 전 한일개발 회장"
Q56651402,박태원,m,19280101,,"KAIST 이사장, 인하대 총장"
Q56651406,조도원,f,18950101,,중헌거사(重軒居士) 조명희의 자녀
Q56651409,조중건,m,18950101,,"대한민국의 기업가, 전 대한항공 부회장"
Q56651414,이상실,m,19370101,,전 상공은행장
Q56651426,이영학,f,19320101,,이상실 전 상공은행장의 자녀
Q56651436,이병호,m,19490101,,"대한민국의 관료, 정치인"
Q56651440,이숙희,f,19160101,,이병호(李丙虎) 전 상공부장관의 자녀
Q56651443,조지호,m,19150101,,한양대 경영학 교수
Q56651459,문재관,m,19390101,,전 제일은행 이사
Q56651460,문영호,m,19460101,,대한민국의 의료인
Q56651465,조인숙,f,19150101,,기업가 조중열의 자녀
Q56651484,조건호,m,19150101,,전 리먼브라더스 부회장
Q56651501,조병규,m,18950101,19090101,구한말 중추원 의관
Q56651529,이태희,m,19450101,,"대한민국의 법조인, 전 법무법인 광장 대표"
Q56651533,조현숙,f,19400101,,한진그룹 창업주 조중훈의 자녀
Q56651569,김태호,m,19270604,,전 충북대 교수
Q56651577,김미연,f,19760125,,전 중앙정보부장 김재춘의 손녀
Q56651587,김원규,m,19510101,19680101,"대한민국의 교육자, 전 교육감"
Q56651591,김영혜,f,19510101,,교육자 김원규의 자녀
Q56651602,신진수,m,19221004,,롯데그룹 창업주 신격호의 아버지
Q56651606,신정숙,f,19340101,,롯데그룹 신격호의 여동생
Q56651613,최현열,m,19370101,,"대한민국의 기업가, 전 NK그룹 회장"
Q56651616,최은정,f,19370101,,기업가 최현열의 자녀
Q56651618,정몽익,m,19371207,,"대한민국의 기업인, KCC 대표이사"
Q56651624,최은영,f,19540621,,"대한민국의 기업가, 유수홀딩스 대표이사"
Q56654997,이경아,f,19360930,,전 검찰총장 이종남의 자녀
Q56655008,조진호,m,19320101,,교수
Q56655692,이정훈,m,19260908,,교수
Q56655703,조윤정,f,19320101,,조중건 전 대한항공 부회장의 자녀
Q56660170,조주연,f,19670101,,조중건 전 대한항공 부회장의 자녀
Q56691094,조규만,m,19710113,,대한민국의 음악가
Q56691163,한승우 (가수),m,19901006,,"South Korean singer, rapper, dancer, model and composer."
Q56697751,최학배,m,19291121,19621002,"상인, 대성상회 대표"
Q56697773,최윤원,m,19260109,20000831,"기업가, 전 SK 케미칼 회장"
Q56697812,최종분,f,19291121,,상인 최학배의 자녀
Q56697977,이한용,m,19320101,,"기업인, 전 신아포장 대표"
Q56698231,이인환,m,19320101,,"기업가, 에프투텔레콤 회장"
Q56698261,박계희,f,19601203,,전 워커힐미술관장
Q56698591,김정숙,f,19000101,,교사 김영한의 자녀
Q56701923,신명수,m,19690101,20140101,"기업인, 신동방그룹 총수"
Q56701926,신정화,f,19651103,,기업인 신명수의 자녀
Q56701967,최양분,f,19291121,,상인 최학배의 자녀
Q56701970,표현구,m,19530101,,"학자, 전 서울대 농대 학장"
Q56701982,최종욱,m,19291121,,"기업가, SKM 회장"
Q56702004,최종관,m,19291121,,전 SK그룹 부회장
Q56702008,최경원,f,19500904,,기업가 최종관의 자녀
Q56702017,최정원,f,19260109,,신우인더스트리 사내이사
Q56702025,최예정,f,19260109,,기업가 최종건의 자녀
Q56803750,신덕균,m,19410101,,"기업인, 전 동방유량 회장"
Q56803806,신영수,m,19410101,,교수
Q56803821,신성수,m,19410101,,"기업가, 고려산업 회장"
Q56803895,송길자,f,19410101,,전 재무장관 송인상의 자녀
Q56803925,송인상,m,19420101,,대한민국의 전 재무장관
Q56803991,송광자,f,19351119,,경운박물관 관장
Q56804102,송원자,f,19360224,,재무장관 송인상의 자녀
Q56804206,이필석,m,19360224,,대한민국의 기업인
Q56804266,이혜영,f,19360224,,전 상공부장관 이봉서의 자녀
Q56804332,이정연,m,19350602,,정치인 이회창의 자녀
Q56804500,이용균,m,19020126,,조선후기의 한학자
Q56804591,한인옥,f,19350602,,법조인 한성수의 자녀
Q56804639,이연희,f,19350602,,정치인 이회창의 자녀
Q56804650,최기선,m,19620101,,대한민국의 기업가
Q56804661,최명석,m,19640101,,대한민국의 법조인
Q56804679,김재희,m,19160623,,조선 후기의 부농
Q56804778,김사순,f,19350602,,조선후기 부농 김재희의 자녀
Q56804986,조현상,m,19351119,,"대한민국의 기업인, 효성 부사장"
Q56805103,이희상,m,19710101,,"대한민국의 기업가, 운산그룹 회장"
Q56805128,이윤혜,f,19550101,,기업가 이희상의 자녀
Q56805325,신기철,m,19430101,,교수 신영수의 자녀
Q56805362,이유경,f,19470101,,기업인 이희상의 자녀
Q56805419,이미경,f,19680116,,기업가 이희상의 자녀
Q56805535,조양래,m,19351119,,"대한민국의 기업가, 한국타이어 회장"
Q56805596,조욱래,m,19351119,,"대한민국의 기업가, 효성기계 회장"
Q56805765,홍금식,m,19410101,,대한민국의 법조인
Q56805801,홍문자,f,19370101,,법조인 홍금식의 자녀
Q56805915,조현식,m,19370101,,"대한민국의 기업인, 한국타이어 지주부문 사장"
Q56805962,조현범,m,19370101,,"대한민국의 기업인, 한국타이어 타이어부문 사장"
Q56806003,이수연,f,19470326,,이명박 전 대통령의 자녀
Q56812282,김종대,m,19550101,20030216,"대한민국의 기업인, 전 효성기계 회장"
Q56812296,김정환,m,19210302,,기업가 김종대의 아버지
Q56812299,김영자,f,19410101,,상인 김정환의 자녀
Q56812321,이여진,f,19690307,,기업가 이부식의 자녀
Q56812340,김유영,f,19710101,,바이올리니스트
Q56812348,조희경,f,19370101,,기업가 조양래의 자녀
Q56812368,설원식,m,19010319,,"대한민국의 기업가, 전 대한방직 회장"
Q56812371,설원량,m,19010319,,"대한민국의 기업인, 전 대한전선 회장"
Q56812378,설원봉,m,19010319,,"대한민국의 기업가, 전 대한제당 대표"
Q56812387,설윤석,m,19420101,,"대한민국의 기업인, 전 대한전선 사장"
Q56812390,임송본,m,19300101,19830101,전 한국은행 수석부총재
Q56812396,임희숙,f,19220101,,한국은행 부총재 임송본의 자녀
Q56812411,설범,m,19220101,,"대한민국의 기업인, 대한방직 회장"
Q56812420,설원철,m,19010319,,"대한민국의 기업인, 전 대한방직 고문"
Q56812422,김보경,f,19131111,,대한민국의 언론인
Q56812546,양태진,m,19210913,,"대한민국의 기업가, 국제그룹 창업주"
Q56812605,양귀애,f,19210913,,"대한민국의 기업가, 대한전선 명예회장"
Q56812740,설윤성,m,19420101,,"대한민국의 기업가, 토터스자산운용 대표"
Q56812818,박용학,m,19490101,20140802,대한민국의 기업인
Q56812948,박선영,f,19480101,,기업가 박용학의 자녀
Q56813013,설윤호,m,19480101,,"대한민국의 기업가, 대한제당 부회장"
Q56813047,설명옥,f,19010319,,인송 설경동의 자녀
Q56813111,차동완,m,19770829,,대한민국의 교수
Q56813153,설영자,f,19010319,,인송 설경동의 자녀
Q56813237,차진영,f,19700101,,교수 차동완의 자녀
Q56813602,김은주,f,19490101,,기업가 김종대의 자녀
Q56813718,조윤경,f,19490101,,기업가 조욱래의 자녀
Q56813876,홍석융,m,19780902,,신라저축은행 전무
Q56815966,이봉학,m,19250611,,대한노인회장 이규동의 아버지
Q56818408,김경준 (1964년),m,19320101,,North Korean politician
Q56818863,김현주,f,19731130,,골프 선수
Q56825013,인보길,m,19730101,,
Q56825320,홍라영,f,19170317,,전 삼성미술관 리움 총괄부관장
Q56825321,홍석규,m,19170317,,"대한민국의 기업인, 보광그룹 회장"
Q56825326,홍석준,m,19170317,,"대한민국의 기업인, 보광창업투자 회장"
Q56827418,서광효,m,18640107,18841219,조선말기의 동복군수
Q56827444,Q56827444,m,19240221,,교수 서희원의 아버지
Q56827483,서동희,f,19240221,,교수 서희원의 자녀
Q56827501,장윤성,m,19470101,,전 이테크건설 임원
Q56827588,서동범,m,19240221,,"대한민국의 기업가, 서양네트웍스 대표"
Q56827643,최순천,f,19120825,,종교인 최태민의 자녀
Q56827778,서동만,m,19240221,,송재교육재단 이사장
Q56830924,서애덕,f,19580101,,에스플러스 인터네셔널 이사
Q56830932,서현덕,m,19580101,,서양네트웍스 이사
Q56831965,이영주,m,19170101,,대한민국의 무역업자
Q56832144,이회림,m,19440101,,전 동양제철화학그룹 회장
Q56832175,이회삼,m,19170101,,"대한민국의 기업가, 전 유니온 회장"
Q56832490,이건영,m,19190101,,"대한민국의 기업가, 유니온 회장"
Q56832633,이우선,m,19440101,,유니온 상무
Q56832838,이화영,m,19440101,,"대한민국의 기업가, 유니드 사장"
Q56833187,홍순일,m,19140101,,만주국 관리
Q56833272,홍소자,f,19361228,,대한적십자 부총재
Q56833518,한상준,m,19361228,,"대한민국의 기업인, 유니드 부사장"
Q56833651,이희현,f,19510101,,기업가 이화영의 자녀
Q56839624,김호남,f,19171114,19910101,박정희의 배우자
Q56839651,한태준,m,19310608,,설악케이블카 대주주
Q56839654,한태현,m,19310608,,설악케이블카 회장
Q56839658,한유진,f,19310608,,기업가 한병기의 자녀
Q56839676,박영우,m,19610101,,"대한민국의 기업가, 대유그룹 회장"
Q56839723,류청,m,19540630,,"대한민국의 기업인, 풍산그룹 회장"
Q56839751,노혜경,f,19300228,,전 국무총리 노신영의 자녀
Q56839801,정숙영,f,19620114,,기업가 정세영의 자녀
Q56839869,노철수,m,19300228,,대한민국의 기업인
Q56884240,이재응,m,19710130,20050808,전 안흥상호신용금고 대표
Q56884247,이용진,m,19410101,,"대한민국의 기업가, 디지털컨셉 이사"
Q56884250,이보형,m,19410101,,전 제일은행장
Q56884259,이재원,m,19120101,,"대한민국의 기업가, LG원락스 회장"
Q57019606,김시구,m,19330101,19830101,"대한민국의 기업인, 전 고려화성 대표"
Q57020182,김춘,f,19630101,,기업가 김시구의 자녀
Q57020545,김봉조,m,19330101,,"대한민국의 기업가, 지에스엠 대표"
Q57023836,김희철,m,19150817,,벽산그룹 회장
Q57024213,허영자,f,19430713,,기업가 허정구의 자녀
Q57024507,김성식,m,19370101,,"대한민국의 기업가, (주)벽산 대표이사"
Q57024936,김희용,m,19150817,,"대한민국의 기업가, 동양물산 회장"
Q57025666,박설자,f,19470126,,독립운동가 박상희의 자녀
Q57027438,은희만,m,19780608,,가수 은지원의 아버지
Q57027600,김금자,f,19780608,,대한민국의 가수
Q57156908,노판석,m,19460901,19760101,대통령 노무현의 아버지
Q57167441,이경선,m,18750326,19131205,이승만의 아버지
Q57169979,매튜 다우마,m,20010309,,"캐나다의 배우, 사진기자"
Q57171362,정유경,f,19280606,,
Q57263361,채구석,m,19170210,19200101,조선 후기 제주판관
Q57263501,장회근,m,19360722,,문학가
Q57263543,장윤옥,m,19550101,,"대한민국의 공무원, 전 감사원5국장"
Q57263585,장성돈,m,19520101,,"대한민국의 기업인, 전 애경유지 사장"
Q57263759,장위돈,m,19680101,,"대한민국의 교수, 박정희 정권 특별보좌관"
Q57265988,채은정,f,19360722,,"대한민국의 기업가, 애경산업 부사장"
Q57266024,안용찬,m,19630101,,"대한민국의 기업인, 애경그룹 부회장"
Q57266067,안리나,f,19630101,,기업가 안용찬의 자녀
Q57266144,허창성,m,19490101,,"대한민국의 기업가, 삼립식품 창업주"
Q57266167,허영인,m,19170101,,"대한민국의 기업가, SPC 회장"
Q57266190,허희수,m,19860101,,"대한민국의 기업가, 전 SPC 부사장"
Q57266300,채동석,m,19360722,,"대한민국의 기업가, 애경그룹 부회장"
Q57267525,이병문,m,19640101,,"대한민국의 군인, 기업가, 아세아그룹 회장"
Q57267582,이정은,f,19640101,,기업가 이병문의 자녀
Q57267659,안상호,m,19590101,,"대한민국의 기업인, 플로코리아 대표"
Q57267805,이동녕,m,19390329,19920222,"대한민국의 기업가, 봉명그룹 창업주"
Q57267861,이세무,m,19050121,,"대한민국의 기업인, 전 동창제지 대표"
Q57267924,이병무,m,19050121,,"대한민국의 기업가, 아세아그룹 회장"
Q57268048,이정자,f,19410101,,기업가 이회림의 자녀
Q57268120,이승무,m,19050121,,"대한민국의 정치인, 기업가, 전 봉명산업 대표"
Q57268181,이윤무,m,19050121,,"대한민국의 기업가, 아세아그룹 부회장"
Q57312654,김운식,m,19240106,19740210,일제강점기 소작쟁의운동가
Q57312662,차보륜,m,19270428,19620101,전라남도의 재력가
Q57312677,장점순,f,19270428,19830101,대통령 김대중의 장모
Q5731547,허장강,m,19640414,19720921,"대한민국의 연극 배우, 영화 배우, 영화 기획가"
Q578141,김자인,f,19880210,,South Korean rock climber
Q58097409,백명현,f,19480101,,"chemist, ORCID id # 0000-0001-8325-752X"
Q58476377,임미애,f,19640517,,South Korean politician
Q58862215,이예림 (1994년),f,19600801,,South Korean actress (1994-)
Q58900826,안설희,f,19620226,,"대한민국의 여자 과학자, 안철수의 딸"
Q5894111,홍정욱,m,19340801,,대한민국의 前 국회의원
Q59299044,지성한,m,19650516,,"대한민국의 기업가, 한성실업 회장"
Q59382180,차중광,m,19780727,20200827,대한민국의 가수 겸 뮤지컬 배우 (1945–2020)
Q5959724,김동화,m,19580619,,대한민국의 만화가
Q59749624,차국린,m,19580717,,researcher ORCID ID = 0000-0001-6060-5448
Q60467659,신재원 (축구 선수),m,20010604,,대한민국의 축구 선수
Q60500537,Q60500537,m,19901026,,
Q60608380,윤은채,,19820222,,
Q60728861,최영찬,m,19630506,,대한민국의 바둑 기사
Q60828153,Lee Won-Jae,m,19820819,,South Korean taekwondo practitioner
Q60829936,채령,f,20000111,,대한민국의 가수
Q61090964,만종,m,11660101,,
Q61100567,손용우,m,19550123,19990223,
Q61101096,문재린,m,19180602,19851229,
Q6153255,저우자웨,f,19740701,,홍콩의 배우
Q6153892,장준환,m,19740702,,대한민국의 영화 감독
Q61655609,김경희,f,19650101,,South Korean volleyball player
Q61715236,휴닝카이,m,20040727,,South Korean-American singer
Q61716898,홍난실,f,19601025,,
Q61827783,우디 (가수),m,19900323,,South Korean singer and songwriter
Q61959822,김보민,f,20080506,,2010년생 대한민국의 배우
Q62018095,설민경,f,19870728,,South Korean tennis player
Q6204338,조관우,m,19450606,,대한민국의 가수
Q6204475,조통달,m,19650803,,대한민국의 가수
Q623495,윤일선,m,18690805,19870622,University chancellor (1896-1987)
Q623521,김성근,m,19700211,,"대한민국의 야구 선수, 야구 감독"
Q623627,류수영,m,19871022,,South Korean actor
Q623803,김민우,m,19850220,20071004,figure skater (1986-2007)
Q623856,최명길,f,19530917,,South Korean actress
Q62396988,유명희 (공무원),f,19611127,,South Korea bureaucrat
Q624109,이재용,m,19420109,,대한민국의 기업인
Q624135,유동근,m,19651027,,대한민국의 배우.
Q624195,전인화,f,19560618,,대한민국의 배우.
Q624253,손명순,f,19271220,,Wife of South Korean President Kim Young-sam
Q624351,황신혜,f,19990126,,대한민국의 배우
Q624392,허헌,m,19020716,19510816,조선민주주의인민공화국의 정치인
Q624394,김해란,f,19840627,,South Korean volleyball player
Q624401,이재진,m,19890227,,FT아일랜드
Q624466,의천,m,10500101,11010101,Korean philosopher
Q624491,홍명희,m,19410101,19680305,Korean novelist (1888-1968)
Q624531,손학규,m,19790421,,"대한민국의 아나운서 출신 정치인, 대학교수"
Q624651,정몽헌,m,19151125,20030804,"대한민국의 기업인, 범현대가 정주영의 아들 (1948–2003)"
Q624795,이종찬,m,19610101,,South Korean politician (born 1936)
Q624924,박미선,f,19630805,,"대한민국의 방송인, 희극 배우"
Q625089,윤동주,m,19171230,19450216,"일제강점기의 시인, 독립운동가"
Q625096,이기붕,m,19060101,19600428,대한민국의 정치가 (1896–1960)
Q625212,금난새,m,19190722,,South Korea music conductor
Q625257,홍석현,m,19450715,,"대한민국의 외교관, 언론인"
Q625291,추상미,f,19410904,,대한민국의 배우
Q625389,공덕귀,f,18970826,19971124,대한민국의 4대 대통령 영부인
Q625489,이채영,f,19831218,,대한민국의 배우
Q625534,천호진,m,19320101,,대한민국의 배우
Q625555,최재성,m,19740112,,대한민국의 배우
Q625650,김옥숙,f,19321204,,노태우 전 대통령의 배우자
Q625739,성혜랑,f,19600402,,조선민주주의인민공화국의 작가
Q625766,하희라,f,19620101,,대한민국의 배우
Q625786,황병기,m,19631027,20180131,대한민국의 음악가
Q625821,김용식,m,19390101,19950331,대한민국의 전 외교부 장관
Q625870,신애라,f,19671014,,대한민국의 배우
Q626073,조성민,m,19681224,20130106,대한민국의 야구 선수
Q626074,남궁도,m,19840329,,South Korean footballer
Q626113,조양호,m,19760125,20190408,"대한민국의 기업가, 대한항공 회장"
Q626273,이만희,m,19621125,19750413,대한민국의 영화 감독
Q626438,문익환,m,19530528,19940118,"대한민국의 종교인, 사회운동가 (1918–1994)"
Q626461,의안대군,m,13351019,13980903,조선 태조의 왕자
Q626466,경순왕후,f,13000101,,조선 도조의 왕비
Q626491,정명화,f,19530122,,한국의 첼리스트
Q626615,박성웅,m,19740103,,대한민국의 배우
Q626644,김상협,m,18960101,19950221,대한민국의 제16대 국무총리
Q626819,공옥진,f,19940118,20120709,South Korean pansori singer
Q626991,이재진,m,19810309,,"대한민국의 남자 가수, 래퍼"
Q63017331,이상이,f,19701015,,대한민국의 여자 배우 (1981년 출생)
Q6312637,정경호,m,19430127,,대한민국의 배우 (1983년 출생)
Q6312662,정순옥,f,19570913,,대한민국의 배구 선수
Q6362185,강효실,f,19620327,19961102,대한민국의 배우
Q6362187,강일구,m,19720906,,South Korean handball player
Q6362253,강문규,m,19880424,,South Korean Olympic field hockey player
Q6362264,강문권,m,19880424,,South Korean Olympic field hockey player
Q63943139,서율,f,19921230,,가수
Q63964279,송정웅,,19711001,,
Q63964711,정승연 (판사),f,19711001,,
Q6408371,김보연,f,19660828,,South Korean actress
Q6408412,김병주,m,19710329,,유도 선수
Q6408543,김담민,f,19921129,,South Korean speed skater
Q6408647,김기동,m,20021211,,축구 선수
Q6408665,김구라,m,19981110,,"대한민국의 개그맨, 방송인"
Q6408770,김혜민,f,19860205,,대한민국의 피겨 스케이팅 선수
Q6408801,김형주,m,19790310,,유도 선수
Q6408844,김재호,m,19631206,,대한민국의 법조인
Q6408879,김지미,f,19241111,,대한민국의 배우
Q6408910,김진규,m,19290410,19980618,"대한민국의 배우, 감독"
Q6409055,김계령,f,19510101,,대한민국의 농구 선수
Q6409334,언양군 김선,m,09510101,,
Q6409364,김승호,m,19470323,19681201,대한민국의 배우
Q6409680,김영숙,f,19930311,,South Korean Olympic field hockey player
Q6409686,김영길 (공학자),m,19331015,,American academic
Q6420543,전태수,m,19780628,20180121,South Korean actor (1984-2018)
Q6424117,고창석,m,19730101,,대한민국의 배우
Q6425991,채유정,f,19600101,,대한민국의 배드민턴 선수
Q6430820,박소현,f,19880521,,대한민국의 성우
Q6450322,권갑용,m,19820327,,대한민국의 바둑 기사 (1957–2023)
Q65030840,박기호,m,19930311,,South Korean cross-country skier
Q6513549,이의근,m,19420317,20090421,"대한민국의 관료 겸 정치인, 제26·27·28대 경상북도 도지사 (1938–2009)"
Q6513744,이광훈,m,19950911,,South Korean footballer
Q6514303,이기백,m,19531209,20040602,대한민국의 역사가
Q6515011,이승준,m,19800127,,basketball player
Q6515185,이선빈,f,19870625,,피겨 스케이팅 선수
Q65238835,김원중,m,19900930,,대한민국의 모델
Q65291611,정창영,m,19830802,,South Korean basketball player
Q65296762,최동오,m,19140917,19630916,"독립운동가, 조선민주주의인민공화국의 정치인"
Q65296920,최인국,m,19140917,,월북자
Q65581103,김세연,f,19630318,,
Q65923702,장용철,m,19390113,,North Korean diplomat
Q6617014,조오련,m,19850106,20090804,대한민국의 수영 선수
Q6617244,남진,m,19460309,,South Korean singer
Q66250552,엘라 제이 바스코,f,20060917,,미국 배우
Q66362758,I'll,m,19860529,,대한민국의 음악가
Q6652976,황인영,f,19710110,,대한민국의 배우
Q6656667,문원대왕,m,08770204,,prince Munwon of Goryeo
Q6668980,진중권,m,19610714,,대한민국의 평론가
Q6673667,민무휼,m,13650719,,
Q6678012,삼축당 김씨,f,18520908,19700923,
Q6679200,김지영,f,19810329,,대한민국의 배우 (1974년)
Q6685856,정다빈,f,19961227,,"대한민국의 배우, 2000년생"
Q6694102,차예련,f,19780718,,South Korean actress
Q6699528,귀인 정씨,f,18520908,19430101,대한제국 고종의 후궁
Q6699643,귀인 장씨,f,18520908,,
Q6699953,정덕왕후,f,08770204,,고려 태조의 왕후
Q6702881,성비 원씨,f,13351019,,
Q6711063,소유진,f,19660904,,대한민국의 배우
Q6711159,소이현,f,19800829,,대한민국의 여배우
Q6721098,장경왕후,f,11270530,,고려 의종의 왕후
